Id,SalePrice
1461,116907.89485745385
1462,135230.848520394
1463,178767.73946072778
1464,175970.86106867687
1465,196585.91049790246
1466,184387.39982623447
1467,168458.3829910474
1468,175148.50749433538
1469,179662.17068851675
1470,124104.16599326886
1471,203282.53117524926
1472,119731.10990807942
1473,120303.51636959039
1474,154489.00585552893
1475,131700.84758642103
1476,385121.47045787494
1477,246145.05239523674
1478,319868.3337232892
1479,302070.2171112798
1480,480986.11074372136
1481,314041.51215941855
1482,216684.59372037282
1483,185459.67675084758
1484,182230.124855733
1485,179493.30971481884
1486,208595.13467979035
1487,364784.8008780357
1488,243947.90582636627
1489,186638.48999612394
1490,217737.55146623505
1491,194855.92609969096
1492,102242.42457074644
1493,183108.24828200703
1494,293719.08401240234
1495,287477.4980050747
1496,228210.75241506423
1497,193636.7171472877
1498,163433.39416298317
1499,163538.3247989849
1500,157930.31517343834
1501,168581.37121997806
1502,156433.09567460706
1503,251771.49234229006
1504,224878.5137893986
1505,209646.5946638823
1506,180849.5850581133
1507,228730.32177692096
1508,200600.5631550031
1509,159912.66848789674
1510,142143.88202440616
1511,150524.87448920068
1512,153990.4843691716
1513,157445.02683518268
1514,148987.18332326686
1515,218438.61550352332
1516,151973.88912623448
1517,145806.1000384661
1518,139211.24103727777
1519,204884.08258223656
1520,126153.94390720774
1521,128734.93268341864
1522,170974.87670007913
1523,116741.92526335093
1524,112262.14138894276
1525,113441.80840503702
1526,115077.10570922508
1527,108002.62382085096
1528,132933.2640477551
1529,137325.55847846594
1530,166163.36114187952
1531,140018.03025154772
1532,97119.05950016205
1533,136763.48272049698
1534,137851.9081807107
1535,156072.52128798582
1536,114472.26397855928
1537,92351.07031120945
1538,165421.97775471423
1539,192168.99302109485
1540,132109.50720750832
1541,137112.77852791536
1542,145631.67844809216
1543,200095.59926565478
1544,85656.90239258058
1545,113821.34644945918
1546,145328.08903374523
1547,139980.13611581226
1548,130447.67849812897
1549,128887.4344078251
1550,143842.8257725464
1551,112874.35388144408
1552,151728.2379635686
1553,141746.46265337348
1554,126213.88584020274
1555,173105.88661031806
1556,113036.38971000505
1557,95995.76132032633
1558,102833.82187114542
1559,111227.20500014268
1560,130159.02447345603
1561,121582.71902262387
1562,125045.51627381818
1563,113114.39863682754
1564,182065.86140400014
1565,155737.6180438322
1566,212547.46429512574
1567,89291.06460356258
1568,208631.34246483943
1569,140268.79129783763
1570,133766.50712911593
1571,131366.86336098402
1572,136732.42690998298
1573,223949.8768920776
1574,138299.44471417085
1575,209768.27194015047
1576,227973.55169789662
1577,187224.74892538003
1578,129728.9473857649
1579,140724.50127209447
1580,195181.9936660348
1581,137733.09595922005
1582,123866.21211483199
1583,270359.7880131961
1584,236489.17939983495
1585,156475.54971566884
1586,88517.86711978166
1587,104914.27675565239
1588,141210.22763699965
1589,115554.35518145905
1590,137247.27778895135
1591,99881.47187918249
1592,130947.90833761817
1593,121381.45276550273
1594,130391.90809657355
1595,124111.15105801896
